,cut,color,clarity,table,volume,price
1,0.9618543816588117,-0.23323183971982295,1.1485578589463104,-1.1334897245319433,-0.6011193491081085,1935
2,-2.0146329328019448,-1.41040465597966,0.5407838461859452,-0.6337390155883508,-1.0177729434304783,489
3,-2.0146329328019448,0.943940976540014,-0.6747641793347849,-0.13398830664475822,0.44582992493941237,4573
4,0.9618543816588117,1.5325273846699323,-0.6747641793347849,-0.13398830664475822,-1.0400282592733188,552
5,-0.030308056494773795,0.943940976540014,0.5407838461859452,0.8655131112424269,-1.1245980641879623,435
6,-1.0224704946483594,0.943940976540014,-0.6747641793347849,-0.6337390155883508,0.32678104515800604,4661
7,0.9618543816588117,-0.8218182478497414,1.1485578589463104,-0.13398830664475822,-0.9768321590379723,666
8,-0.030308056494773795,-0.8218182478497414,-0.6747641793347849,1.3652638201860194,-1.0430015376887554,421
9,0.9618543816588117,-0.8218182478497414,0.5407838461859452,-0.13398830664475822,-0.7884787253399007,847
10,-0.030308056494773795,0.943940976540014,-0.06699016657441983,0.36576240229883433,1.0299073018133054,10640
11,0.9618543816588117,1.5325273846699323,1.1485578589463104,-1.633240433475536,0.2870978041370742,8707
12,-2.0146329328019448,0.943940976540014,-0.06699016657441983,-1.1334897245319433,-0.5476406174928614,1727
13,0.9618543816588117,-1.41040465597966,0.5407838461859452,0.36576240229883433,-1.038703398329601,491
14,-1.0224704946483594,0.943940976540014,0.5407838461859452,-0.6337390155883508,-0.8298592809768504,1053
15,0.9618543816588117,0.3553545684100955,-0.6747641793347849,-0.13398830664475822,-0.7378237478087758,810
16,0.9618543816588117,-0.23323183971982295,-0.6747641793347849,-1.1334897245319433,0.494564052405036,5141
17,-1.0224704946483594,-0.23323183971982295,-0.6747641793347849,0.8655131112424269,-0.7760388886362792,754
18,-2.0146329328019448,0.3553545684100955,-0.6747641793347849,0.8655131112424269,0.2030062056514393,3992
19,0.9618543816588117,-0.23323183971982295,0.5407838461859452,-2.1329911424191286,-1.139676712826047,438
20,-0.030308056494773795,1.5325273846699323,-1.28253819209515,0.8655131112424269,-0.19729224918255858,1806
21,0.9618543816588117,0.943940976540014,1.7563318717066754,-1.1334897245319433,-0.7886904943787517,1367
22,0.9618543816588117,0.943940976540014,-1.28253819209515,-0.6337390155883508,0.28904209478994025,3941
23,-0.030308056494773795,-1.41040465597966,-0.06699016657441983,0.36576240229883433,-0.9436404981507396,612
24,0.9618543816588117,-0.8218182478497414,-0.6747641793347849,-0.13398830664475822,0.7671814565751944,4959
25,-1.0224704946483594,-0.23323183971982295,-1.28253819209515,0.8655131112424269,0.30047909863032635,3351
26,0.9618543816588117,-0.23323183971982295,-0.6747641793347849,-0.13398830664475822,-0.8656827440219991,666
27,-1.0224704946483594,1.5325273846699323,0.5407838461859452,0.36576240229883433,-1.0735382193561418,458
28,-0.030308056494773795,0.3553545684100955,-0.06699016657441983,0.36576240229883433,-0.5676432520435687,1600
29,0.9618543816588117,-0.8218182478497414,-0.6747641793347849,-1.1334897245319433,0.9981052368926795,7573
30,-0.030308056494773795,-0.23323183971982295,0.5407838461859452,0.8655131112424269,0.49870082196461274,6749
31,0.9618543816588117,0.3553545684100955,-0.6747641793347849,-0.6337390155883508,-0.04861388721696177,3336
32,-1.0224704946483594,-1.41040465597966,-0.6747641793347849,0.8655131112424269,0.20556856885746727,3251
33,-0.030308056494773795,-1.9989910641095783,0.5407838461859452,0.36576240229883433,1.603013640519405,8524
34,-0.030308056494773795,0.3553545684100955,-0.06699016657441983,0.8655131112424269,0.40138022033409776,5347
35,-1.0224704946483594,-0.8218182478497414,1.7563318717066754,0.36576240229883433,-0.06472973243488962,2806
36,0.9618543816588117,-0.23323183971982295,1.1485578589463104,-1.1334897245319433,0.682876218020126,8057
37,0.9618543816588117,-0.23323183971982295,1.7563318717066754,-1.1334897245319433,-0.9650092485518745,796
38,0.9618543816588117,-0.23323183971982295,1.1485578589463104,-0.13398830664475822,0.7124614542839287,10305
39,-2.0146329328019448,-0.23323183971982295,1.7563318717066754,0.36576240229883433,-1.0250503037036078,789
40,0.9618543816588117,-0.23323183971982295,2.3641058844670404,-0.6337390155883508,-0.4956911766768435,2293
41,-1.0224704946483594,1.5325273846699323,1.1485578589463104,0.36576240229883433,1.3143149656682742,14236
42,0.9618543816588117,-1.41040465597966,1.1485578589463104,-0.6337390155883508,-0.8479377318653144,737
43,-0.030308056494773795,-1.41040465597966,-0.6747641793347849,1.3652638201860194,0.03134083629892302,2507
44,-1.0224704946483594,-0.23323183971982295,-1.890312204855515,0.36576240229883433,0.4897038528237401,2988
45,0.9618543816588117,-0.23323183971982295,-1.28253819209515,-0.6337390155883508,0.7959528999459213,4838
46,-1.0224704946483594,-0.8218182478497414,-1.28253819209515,0.8655131112424269,1.5024222402583436,8444
47,0.9618543816588117,0.943940976540014,0.5407838461859452,-1.1334897245319433,-0.3663595739852687,2442
48,0.9618543816588117,0.3553545684100955,-0.6747641793347849,-0.6337390155883508,-0.06945055341408496,2889
49,0.9618543816588117,0.943940976540014,0.5407838461859452,-0.6337390155883508,-1.0808722112450615,625
50,-1.0224704946483594,-0.8218182478497414,-0.6747641793347849,-0.13398830664475822,-1.0108869447795463,573
51,0.9618543816588117,-0.8218182478497414,-1.28253819209515,-0.13398830664475822,0.5402977583355097,3669
52,-1.0224704946483594,1.5325273846699323,-0.6747641793347849,-0.13398830664475822,-0.8919385077173507,851
